re_id;re_cu_id;re_date;re_amount;re_modeofpayment;re_checknumber;re_bank
5333;6232;25/05/2010 21:39;11203;76TVW0H55VDLMDV;45025;GV49-6233-1775-1374
5334;5066;9/04/2003 5:39;6305;NF2ETYG31F5LTZP;55210;MX23-8217-1001-9239
5335;6150;20/08/2005 4:57;45681;WM43DX353AGJK3V;72276;XD31-3997-5379-1637
5336;6116;19/11/2003 17:27;32649;Y0RHMDK8QQUHUVB;71300;GN97-4421-5757-9135
5337;5360;26/05/2004 7:15;32229;5QO09SRQCXAJHWJ;96275;FC66-2676-1966-3478
5338;NULL;12/08/2002 14:07;17834;J7NT781I1VCM2LA;48493;TO05-1414-2704-2142
5339;5829;17/03/2002 14:35;9933;YADUFUP5804O21R;90044;LO48-1157-7845-6000
5340;5092;28/03/2007 4:10;38484;7WXN8IYXO5YDG4O;47447;PC82-2902-5639-5730
5341;5880;24/11/2010 7:15;2077;M3K6IPIOIHK63CF;NULL;PU58-8761-2784-5629
5342;6022;5/06/2010 7:45;41130;4IF6ONYGCG59WBP;27010;ML12-5002-0793-3313
5343;5953;14/03/2004 13:33;29083;CE2ZGKBID85RXRT;64582;LE38-5300-1113-4633
5344;5362;3/11/2006 21:02;5487;QY8YPH2Z44U2J9S;67927;PV19-1613-5002-7360
5345;5334;20/07/2007 6:12;49775;SFTPAGKK6XSFH7I;37878;ZE96-0696-0483-1854
5346;5699;31/03/2008 14:47;41310;NSIX3QFVB2UBP9Y;52656;XU50-0563-3066-2300
5347;6053;3/06/2004 15:15;45969;FYYHY329DNRRPMH;74975;GR56-9154-5904-3679
5348;5972;26/06/2004 21:12;19162;MAERQV210YE7L9V;3783;GI74-7295-3660-0480
5349;6061;3/09/2007 12:37;6749;YOZI80MJQ9KFZN5;1718;EV71-2496-1903-7192
5350;5748;27/01/2005 7:43;15351;LXOFU7DKVXHZPVN;71020;QY22-3921-8704-0274
5351;4796;26/12/2006 6:02;45204;SUS1NYOLNU1HAN2;55835;ZW27-7322-8458-4808
5352;6256;10/08/2002 16:38;23565;SPLOKG2RAEMBJMU;91720;QM21-8979-7160-0486
5353;5920;27/07/2007 12:40;38924;LFM4U41M93RZ6W9;98201;NULL
5354;4836;10/10/2010 22:38;48929;V4609ZKCS1Q8BC2;45497;AY03-6454-6333-9568
5355;6228;6/07/2009 9:54;7306;06WV0XIONZEHO2L;83497;NI12-8743-2865-2832
5356;5710;28/04/2010 21:13;47370;4EGEGTLMVACTDSA;24392;GM17-6308-7256-8068
5357;5942;6/07/2004 12:41;2082;0QZ00E7XMICAK2N;7898;BA34-8677-5928-0561
5358;6141;15/01/2005 0:16;28264;FC3XWNK6K9ZQLOA;17092;KN46-9937-4824-7358
5359;4046;19/06/2009 20:57;13049;OHGY3LEQ6ISYHB1;46077;HD23-7385-6265-8768
5360;6103;25/03/2003 13:14;19293;MME0PD0D5SFQEGC;56814;LZ10-3921-2713-2381
5361;5564;2/11/2003 16:18;13952;7HM2MPMTYDQDVMP;49330;LG76-9795-9981-1224
5362;5848;6/06/2009 10:52;35556;874ZA95AG3SA6NB;40620;RJ44-1064-7197-3443
5363;4903;26/09/2008 11:01;NULL;6UQZPY6WZK2CNNH;55637;IQ28-2011-7278-3218
5364;5873;17/09/2004 4:19;NULL;26H7CDNXCBLIWCN;69145;HD28-3478-0137-1628
5365;5569;16/05/2004 16:34;12139;2060VQK907ZQ7TN;35683;MH99-8001-5504-0038
5366;4952;6/07/2003 2:55;46251;L97063DT6SMDCN0;28265;JG70-1015-9688-2865
5367;5574;23/03/2006 18:36;43946;WRAMGHNCL864DXQ;78754;TR46-2515-0400-2877
5368;5658;28/04/2010 6:08;35068;NSXN4N4YMDT236W;22662;WP68-6581-3265-2418
5369;5785;28/04/2005 20:14;5207;7CUFJ1C4LVEYW9F;82885;AZ82-8090-7380-8806
5370;5917;4/11/2007 0:47;36674;23QKPDJ8MB03NK8;9429;HM72-4494-9485-7658
5371;6271;25/02/2002 16:25;14850;BTX13A0MFS18962;85619;WC59-5045-1575-1023
5372;5026;16/05/2005 8:35;26051;XJ00FCNTSLT709H;28075;ZP88-4712-8443-1369
5373;3761;25/05/2009 14:53;49576;NZM3BE6S345XCAZ;10402;OV79-0455-4885-7070
5374;5589;3/06/2009 5:42;4848;9N63K7ZY538HHSL;47249;IJ31-1697-4137-1994
5375;5078;14/06/2004 7:17;48724;B0K9JY1ID8XB7QH;63366;NQ36-8742-9124-3888
5376;5490;NULL;41649;LCYC3DGG0NY75OA;45826;PW06-7861-6887-9573
5377;5388;15/07/2006 11:25;20647;JYLBQPWAMNQB9OR;41244;OL40-2671-5597-2900
5378;3846;7/07/2006 9:42;4751;MQV4U82YJ49V0TC;11697;UD32-7833-5904-5634
5379;5969;8/06/2002 14:21;26208;XMR855RWGNQFN56;9718;XZ02-0665-2973-1775
5380;5416;7/10/2002 18:43;31134;WJLFT6GAWMSMG0A;23654;IV96-3472-6781-2057
5381;5641;12/04/2002 15:46;39499;A2ENWJ8GYZN6HNB;85242;SS39-1639-8251-0506
5382;5943;20/11/2008 10:54;33144;XYZG7XVQ6HCIC5G;18455;ZI51-1997-8761-6762
5383;3568;30/09/2009 8:24;30708;DX5KRJFCB5GTIAS;392;II75-9814-0973-7839
5384;5817;26/01/2007 18:30;29859;BEOH0TLC7NGF7P3;47595;LE05-0848-4360-8652
5385;5680;13/05/2004 17:02;24111;J7SKHQMEIN52H18;83750;TI87-7488-3181-7949
5386;4651;3/07/2008 13:50;47036;O37YHYFKBSD3205;29666;TO56-3392-7578-2893
5387;3185;2/11/2007 14:55;33411;1M9BH8RLR9ZDNJV;16867;NZ11-8316-2197-2183
5388;6300;27/12/2003 22:11;38968;NULL;5461;ZR56-2851-6525-4425
5389;6178;14/08/2010 23:01;11941;FKQ3I5CLS88PCJC;92170;UO44-0996-9252-5565
5390;5952;2/10/2004 19:45;12274;HK0URXFGCM67Z2W;8966;PM65-2886-8211-1241
5391;5582;23/04/2006 7:43;49000;W8OI923WAOI8Z18;36813;OM63-2289-9420-7898
5392;5800;15/05/2010 4:46;NULL;XGV3J1DI59RWZ5M;34448;CA10-1633-4500-9219
5393;4909;11/05/2010 6:59;48311;BGT4UT8FH3K3E6H;98979;AS98-0133-2744-5220
5394;4703;22/02/2004 17:10;30567;DX9I6T9VU6D0A7X;21195;LQ58-0376-9502-2241
5395;6209;23/12/2009 1:21;3964;1SWI83D37GMFHA4;15805;ZZ18-5849-8050-3079
5396;4054;26/05/2005 11:52;4784;RGI1V3KI7XAOG84;84093;PQ31-1030-9946-4965
5397;6188;20/06/2003 20:22;40640;6F1L9Y1AJ5AP6TE;8272;JT14-1282-1733-7613
5398;5859;9/09/2003 20:44;24532;2E8TOV9X8DBATPN;35447;BX81-4690-4228-2799
5399;4435;27/06/2010 9:14;16521;BC818IOTF7HPTUC;73993;OV81-2863-1728-2337
5400;6108;NULL;28991;JPM1ZBLA63CVMRG;73009;VE65-4259-3051-0901
5401;5766;20/06/2004 4:27;32833;IADULCCJPFEHDJ4;83875;IT25-0893-2176-1698
5402;6219;15/01/2006 3:16;11541;1YQ42L00RXV45S6;69476;CJ87-7014-5844-4914
5403;4883;9/01/2004 20:11;14707;RN7IGHS7D3BKW4X;84846;OQ18-4192-3123-4823
5404;5204;5/02/2005 9:07;36102;ZYUO0CSWAC3NG7D;37762;UW63-2967-3257-6892
5405;6237;28/02/2010 0:57;9295;9QPQCLXJ6JQZ9G4;79052;HF26-0390-1677-4552
5406;6154;30/10/2010 11:49;4311;0957YHNEUA84E4Q;10949;FN99-6770-0846-4691
5407;5648;2/12/2004 15:17;30699;PEB5E6AD1AIGLTN;85908;SQ26-9323-0706-2753
5408;6262;12/08/2003 21:26;15776;8GN716YR2AV2CT5;79790;FC08-1108-0558-6296
5409;6274;17/03/2004 1:44;40355;SK9U5Y8TZS5OZ6T;52796;NR00-9519-7945-2848
5410;4133;22/02/2009 6:58;24841;NEVYHJ4IGJ23A80;1169;FL91-7054-7164-9781
5411;4677;28/04/2008 15:20;47276;5GO0JSOA7T891AR;20746;VZ26-3544-8232-1881
5412;5505;22/12/2004 22:28;28281;HUEYX7K9GRELV5J;14595;PL08-1220-6634-6554
5413;6234;23/10/2005 11:31;2554;RXIJISIVPLQOAUH;2898;DZ89-1889-0025-2812
5414;4546;29/01/2004 22:19;21162;S6MGT2AXVEJSD3E;48819;EL16-7343-7044-1849
5415;5535;10/04/2004 5:32;20948;9HI4R7DOCJ8BGWZ;21363;JD65-9447-2095-7244
5416;5750;10/03/2009 5:10;38765;A9SOI3XOMLN38QH;81648;LP29-0509-2083-4077
5417;5588;4/05/2005 2:19;29905;7OETCDDKTY39UZH;2207;AP50-9546-5995-3539
5418;6263;1/02/2005 7:53;38586;FXH4APJ6JTH6K9F;36669;JU90-1921-6549-7920
5419;4454;11/05/2004 16:22;34094;2L4SH5AXV8VKZOU;31372;QH70-7215-8067-5037
5420;6069;16/05/2006 17:59;11444;3OOB8DBH479IV70;60172;EL83-5256-8874-1924
5421;597;16/03/2007 14:29;15103;IH78UPH9NK92UZ7;34081;DR84-1328-3548-8742
5422;5671;15/07/2007 1:39;12839;YU2VL4DOANOAWR1;36408;NV02-3530-3807-0863
5423;6294;9/07/2010 4:44;4978;7B2HGMSE6ENN48M;3028;JU53-6322-1658-8298
5424;5029;8/08/2006 19:35;23126;ZEJ044YE3IX607D;35293;WU96-0488-9210-4856
5425;5950;27/07/2007 10:23;42934;ILUJXQEC1OO6GQK;40967;CW22-9226-4059-5696
5426;5275;5/01/2010 12:30;37674;1JAI71J3CNDXOMD;63077;LI24-8533-2579-7490
5427;3939;20/06/2008 20:01;16539;0R4JD279Z6YGFRX;54423;QG41-0992-0365-9701
5428;5742;17/10/2002 9:26;45485;YV5HWVOH1R69DGO;93277;XF14-0882-5770-7277
5429;6360;25/03/2003 15:25;45611;AP5OL1OYB1I023N;94174;JE22-3176-9470-2799
5430;4434;2/06/2010 13:32;63;PZZSHW253NHMVYV;24184;DZ46-4215-3050-9266
5431;5096;8/01/2006 17:50;8084;IJ5QL9RW766VCNE;57874;AP52-0355-8522-7529
5432;5717;26/12/2002 10:55;17117;4MJDGWXEM0LYJ22;52576;QC63-0134-2313-9384
5433;4613;5/11/2004 14:41;4126;5ZIJXWZG73KAP7S;90299;QA55-8116-7835-8880
5434;4122;10/01/2007 0:27;25761;8JH9EI1LLR4LNTD;7296;FB52-8972-4090-1891
5435;2644;18/12/2008 9:54;43376;3SPC5U08M25DCNO;58834;DU54-8704-4649-9219
5436;5106;22/09/2007 15:27;19592;76PZKSYMXWX6SDT;27027;KK38-4470-8102-0849
5437;4565;2/04/2009 19:35;24792;QE6XHFAEJ9MBDO9;42861;TU03-1216-2873-1624
5438;5194;16/10/2005 1:47;47043;2PDH4DKAT3E8WUG;32778;HL65-6294-9066-3582
5439;6095;2/08/2010 7:27;21413;9RNXGRXRWBGB6N9;43417;OK63-8881-5743-3714
5440;5834;29/03/2007 6:41;25547;MZ33ZBACTW3E11H;85151;GE27-7281-1170-9107
5441;6259;11/06/2010 1:44;43413;TD1M0CIBRMLTW94;62714;BG42-2297-7131-4621
5442;5105;22/11/2006 16:23;31260;T5LXRC9XHA3KOJQ;36375;ZC35-3346-6619-7484
5443;6241;18/08/2005 13:10;43057;URISLN9AHRBDQGG;3576;YJ30-8055-6801-0759
5444;5417;3/11/2005 15:12;14126;RWLVFJXG434P9YN;57958;NC05-2461-6507-0524
5445;5444;18/04/2004 7:40;14666;VQY4RCK5VBGZ1V7;91934;VB07-7677-5042-2425
5446;4508;10/10/2010 21:16;33993;UISRYUFAU2OHIJ1;38039;YJ02-4801-5660-0705
5447;6004;1/07/2002 20:12;46445;43H0HBTFBF043YE;72784;XK15-4970-8686-0502
5448;4889;16/04/2008 6:26;27149;W4UQ5V91BOAON2M;97870;RP03-2727-0809-8640
5449;NULL;1/02/2008 1:27;9618;AXUXD7IJPDFIUB7;10970;HC60-3401-2928-1282
5450;3612;14/12/2005 12:00;15199;NFLEOBD9UGOT04R;51362;NI78-7419-2934-3298
5451;5398;21/08/2006 23:01;24879;TNT63HVPMA0SFR6;90113;FO89-1473-7687-8106
5452;6260;25/04/2002 3:58;2054;HE18H8NYJL3WIOJ;67370;VF99-3979-3927-9806
5453;5617;8/02/2010 4:00;40438;M6P6H0S6KVRDALT;67375;MP52-7550-2243-9997
5454;6311;25/04/2008 2:44;5077;9OCL3IRK0VMIDY7;21051;YI36-9782-0036-4626
5455;5218;13/04/2005 18:44;13887;RF5910JGMVNMH9O;26767;FX16-4899-8452-1607
5456;6357;7/12/2007 2:48;19993;R0MTCXH3F56LE9S;41938;RU22-7452-0074-2065
5457;3755;8/07/2006 22:32;6563;OTMVFK195VY7V43;7310;XJ15-3820-9751-9477
5458;5327;2/06/2008 0:36;41581;7NQDBDLTX2TWTX1;NULL;LQ74-8996-1874-0723
5459;4688;11/07/2008 22:43;43169;31YNNSI7YDOGZA8;4940;HG13-3435-7447-3005
5460;4974;23/02/2002 12:26;21621;2FEQJFBA8SXDQ5G;8513;JL78-6186-4813-6155
5461;5228;11/05/2004 15:47;37772;TL4T6F3E4IEYO4U;34879;PA33-6367-8697-3436
5462;3069;17/02/2004 5:50;35214;TIUDIBTOQNFUU5H;89052;LY36-3778-0474-3459
5463;6384;21/05/2002 6:00;20165;WGND5E4MC0M00CL;42996;EX61-6126-8210-0693
5464;5935;14/10/2004 12:12;40291;XAJ7B2PISG3I08J;80184;XW72-3390-6420-7407
5465;4189;14/02/2005 13:08;16757;1L17HHHFE71IPSN;47556;ME11-3137-6120-8902
5466;5654;5/05/2007 4:25;30158;2BXKL9HUR4LPAMM;23790;HR28-0021-6046-5150
5467;5209;17/02/2002 7:47;24155;GMZFBEMGT4T417T;52872;QG03-9795-4625-9262
5468;5874;13/10/2009 11:03;26794;SQGOBZDR36GCVS4;15100;DO90-3727-2664-2591
5469;5559;10/02/2006 12:25;27787;KW12T81OPGRGGDT;31173;HQ13-1768-7046-0215
5470;2617;19/07/2007 14:04;1356;BMWK6YTH87B4X9L;95003;SU10-1777-1789-7662
5471;6379;7/12/2010 9:35;13973;01J46R5KOSYV7XB;3322;PY55-7522-5468-0360
5472;6198;19/07/2010 0:31;32863;DV19VJLM3JTMWWQ;25253;YD53-7825-3818-6533
5473;5909;2/07/2005 0:26;17172;UQGFUOEKHBWDZY9;90706;NL63-1273-1168-9250
5474;2370;13/02/2008 9:41;8546;VMR27B5GFW0MXIO;63781;ZS15-9638-6646-9946
5475;4729;5/12/2006 16:14;18032;2H0HGWUPHHSJN7M;65949;LG17-0462-3657-4771
5476;5811;24/04/2002 22:05;33843;9IR95O9JKZZYNRM;35976;KN54-1202-3054-9899
5477;6335;27/11/2003 12:28;19783;N4BIXSUZR2KPJLT;79328;RN30-9441-5907-6239
5478;5805;5/09/2006 13:31;40852;9UDFQELE8GWGWW1;58777;RB95-3059-1579-1422
5479;4983;22/04/2004 11:54;8460;VTWIV47HNSI33JZ;59814;OC81-6625-0804-3595
5480;6093;16/10/2007 13:06;8940;5SOSE779IX9HVE2;32185;ZG34-7748-6519-1356
5481;5386;7/07/2009 16:18;41230;1UUQPBB5NVSYWIA;7561;FI16-5588-6358-5718
5482;4981;7/03/2002 13:34;39391;HXB478BNLNZYUQM;42482;VT33-5111-9978-1762
5483;5895;15/09/2005 7:59;35867;PM28P89UGJ5IF9C;53522;PZ01-1156-7545-8389
5484;5560;10/04/2008 3:25;30412;NKZX2YNSJ652CDA;88769;SR64-9339-6627-2134
5485;4444;12/10/2005 14:30;25185;9I99G2Z8NHNN2S8;62093;PN13-3534-3782-3771
5486;6333;16/09/2005 13:51;6029;AYAARO6QY9OI37H;79462;FT18-8452-5411-5046
5487;3622;17/11/2003 6:54;26679;999WZ3KKKQALB0Q;98683;CN38-4294-2137-0514
5488;6030;13/07/2007 11:56;49049;YSSD205LCJA6DH5;86615;UF73-1687-4912-8983
5489;6024;29/09/2003 5:42;11873;ZJETIBC7EQP1EKF;40980;PU22-4945-1622-5563
5490;6338;13/01/2003 7:05;23382;JXKAF4184NKGSD7;93849;BS72-5815-1014-4096
5491;6288;17/03/2003 16:55;13029;KTMRLW8MGLYCB37;84801;KF32-9734-9550-4058
5492;5611;1/11/2002 18:59;33212;4CNGXV1VI5PURWE;29153;HY06-8005-6964-4945
5493;6212;5/04/2008 3:04;3873;JLGKYNDMOYUT5OX;69517;WD24-3890-8602-3570
5494;4052;9/06/2010 19:00;49793;GSBGQQ6PSR8F7DU;35605;FX25-6100-2947-8145
5495;5786;17/11/2004 14:53;37776;6XTPNMTGY1RZ07P;48976;CM83-2513-5362-9987
5496;6279;24/04/2008 19:53;8198;7OEZLYASFQS6EXE;14870;YZ56-4944-5614-3223
5497;6070;5/07/2006 10:22;11095;3BN8V8CUYUHPY7P;68538;WR76-5482-8414-3797
5498;2632;5/11/2002 0:57;2765;2E8JZUX8M09XUM2;89652;RY96-8057-3103-7999
5499;6148;20/09/2002 2:04;47370;MGVPKGYYCK1QGLT;17661;QE71-9695-6027-7026
5500;6380;15/12/2007 3:15;34508;184ZOVB9DELUZF0;37965;HN43-1767-8007-2459
5501;6307;24/08/2010 13:29;9838;SF2HBZ0LG96FT7R;44233;PF70-5199-2136-2897
5502;5721;18/09/2003 9:09;19650;71VLI2CR5MB5U3Z;59965;JS70-9055-7063-7225
5503;6079;6/03/2004 18:01;49363;KPX0JBW18JJFOWF;70691;RX58-0396-1424-9966
5504;6425;16/07/2002 11:22;8262;MLNYJETQ2BCPOUQ;58686;KJ40-3645-1268-2158
5505;4465;7/01/2006 2:25;NULL;9AV3ARHV4UDYJX2;15333;PY66-8983-9525-1897
5506;5330;2/02/2007 22:30;1226;66I9F1C5W6X7Y7D;90229;MA91-6977-7474-8425
5507;NULL;24/10/2007 3:31;42017;T65E1CVV3RTP0U7;44570;RH27-2613-1919-7481
5508;5668;27/12/2003 18:18;34882;84IHBGX8XP73T9X;14278;CN20-1424-2987-7313
5509;6278;22/05/2003 10:30;31892;HZ5DSO7UBN5N8N5;83530;NULL
5510;6340;20/12/2004 20:39;37045;ZSYUOV2C8XGC4R1;65831;QL64-4619-3757-9691
5511;4249;10/01/2006 14:19;30044;UW80PUDKXO6OA90;61567;VX80-1591-7740-6676
5512;5616;2/11/2010 9:00;209;K531B29LXS4V8VP;65125;DN91-9977-1085-7332
5513;5628;10/02/2006 12:42;15712;LBTCF4C5FEXZPD2;8737;DU59-6930-5363-9802
5514;5451;27/09/2002 9:36;33120;W6RZN0ISMM3WQHC;64625;GK56-4092-3607-3202
5515;6216;18/08/2003 20:08;34228;YM3ZGNVFSYLW59W;65055;KR67-2175-0583-9341
5516;6017;7/03/2004 2:12;30391;Q4Y13QWKS1PS1GF;51271;KU27-6166-9687-9952
5517;6249;2/06/2009 21:51;48382;1U12A2J9BB7PFMM;64771;ET20-3938-0008-3945
5518;6066;9/02/2005 2:35;49348;QJ6LJAY8QI6FY2E;95883;DW19-6203-9920-0642
5519;5286;1/01/2010 21:42;39753;IOUA7T9NLPQRJ65;92766;GT85-8759-6908-1117
5520;6229;30/05/2010 23:16;15106;EB2IATERVSCRW4A;24560;JO10-8832-3780-2327
5521;4652;18/06/2005 21:30;10728;XU6QRB5X9I0UJ7P;41977;LJ20-1895-5492-6500
5522;5670;6/08/2005 19:50;3479;DZ0M0W2OA3EFGHR;42786;FS31-7888-9291-9056
5523;6381;16/01/2008 5:20;25106;EIUOZEF3648RTJ7;49322;LT73-8168-7526-8893
5524;5995;29/01/2005 5:19;14921;3TEW3N80SIGNWQG;17185;CT62-0074-3979-6829
5525;1792;4/05/2006 21:09;4404;RJF1C1JZKXGVNAV;59454;EZ17-5812-2930-0198
5526;4681;5/02/2010 14:35;38327;WQBN2UDQ9TVHXR6;NULL;YJ45-6329-4297-4524
5527;5871;14/04/2004 21:27;30762;OG0935C29FC67CC;30453;PF00-9257-0626-7128
5528;5701;22/01/2006 5:25;28989;NQR6FTPX6ORI521;31844;XG87-2466-3931-3597
5529;6350;28/03/2005 18:47;17380;Q0779LMQE8DNH6J;41541;RG36-1673-6669-2207
5530;5921;11/08/2009 20:20;20771;HCU7Z00UQ33FETW;49154;YD76-4246-1320-4071
5531;5199;20/10/2006 11:42;9833;DJF6548231S6G1F;5671;XG73-2802-0271-6076
5532;4385;23/01/2003 11:30;22748;4U1T7USQ0CH6H7C;99805;HT42-9582-5908-0222
5533;6369;17/12/2005 11:26;17018;C6AXRDRC4S3Y8UE;98639;JI10-9780-5465-2022
5534;4678;9/05/2007 8:38;43482;N3AJR3ZIQP5TN2K;17304;FA43-2667-3094-3199
5535;6303;21/02/2008 23:37;23953;P7U9RI8R3POFRUH;61780;AF04-3172-9013-6787
5536;5839;21/10/2007 7:09;49103;XSJDXST86R617YO;58515;EH23-0689-3528-4928
5537;5579;30/12/2008 19:33;21579;778104X5VIG2EKR;36904;VN30-0674-2789-8072
5538;42;2/03/2005 20:36;40028;8ZVVI6YWEL30B7K;23695;XH65-5128-8537-8390
5539;6347;4/04/2004 1:00;27605;0N7JLG6TUEIECQT;1093;EM07-8868-5992-6585
5540;6312;8/09/2009 16:00;29185;ZAT73TJ18CNE1XT;89020;MP41-1597-2578-6756
5541;6359;23/11/2008 10:20;33168;NULL;1834;PZ26-5318-4468-6687
5542;6324;20/11/2010 12:36;21147;YB2RC7ART104OJJ;7389;RD33-4207-9196-1505
5543;6345;22/02/2006 1:26;44787;RG00DC1736B9TRR;11277;TV81-9790-9198-9221
5544;4367;8/10/2009 9:03;12004;KTG1O2AR01E1SFC;77647;EC53-2151-1092-4204
5545;5779;2/01/2008 16:46;31829;SZNLWSAM9VN5W0Y;45483;BR09-7213-4067-2836
5546;5827;15/05/2003 7:55;23172;A2JV3IZP690BXZE;71690;MZ70-5149-6614-4374
5547;5974;21/09/2007 6:17;47317;UMHT461SITRTE4U;69899;JV70-5324-8956-2902
5548;6293;10/07/2007 17:27;91;3BRQVHL90XFNSZO;92178;RI74-2474-1611-0069
5549;6432;22/10/2008 22:52;19646;HZBAJ5X40RC9R6B;51194;GN86-7524-2864-9582
5550;6217;13/09/2002 12:40;19401;E08L8NSC07T6QEZ;35498;KZ63-5028-2248-8795
5551;6115;21/11/2009 22:02;39394;5HCESJHYDMP44BI;21471;OA98-6904-7085-2311
5552;6483;27/05/2003 7:47;8850;MD8SQ21T6ZABBRD;61090;AP05-6618-7989-6599
5553;6468;3/11/2003 3:15;21342;RS49UW9UJA7LYO7;28785;EJ52-2553-3454-9229
5554;5003;22/04/2003 2:48;37660;OZKD67T2FI8T95M;77713;YQ91-5168-2382-4363
5555;5025;28/06/2004 5:44;36642;93DC790P3D9FUFV;37635;OM44-5672-9727-5157
5556;5845;18/01/2007 17:38;31028;RLNC6ZGJZ1TBOGK;87006;YL00-2648-5231-5669
5557;6050;2/09/2006 3:48;34732;OLCUAVHFYU9SYD7;31130;XQ26-4482-6650-3463
5558;5592;5/02/2010 12:42;4729;NP2OI9G9NTC6FO1;15037;GJ35-5404-7908-7407
5559;5653;13/03/2007 14:13;44959;TVR9308V47DCPNL;55092;PQ95-1412-6462-9078
5560;4408;1/12/2006 11:49;19935;TTNZDWVE527HJAZ;10824;VU87-1459-5967-4004
5561;6038;21/10/2004 1:02;20464;TMY3LYWNH6JAV3K;13660;WF15-5683-8178-0829
5562;5666;2/10/2003 22:06;13027;8QCL029WZD40TQC;72195;QG04-5740-4995-7216
5563;6199;29/09/2009 23:31;17502;73I3OH0VW0H6CLI;33600;RP78-8441-5029-0030
5564;3961;9/10/2004 14:09;11121;I78SYE9RC238UVT;10007;LI41-2825-3196-3516
5565;4921;2/03/2009 8:56;27212;UQ2SLGAQQHO0K2K;49598;ZW89-6071-5822-2715
5566;4411;19/12/2004 2:48;7296;U3ILIJUTURQMES1;80772;EP29-3274-4644-5206
5567;6427;16/11/2006 21:33;33192;6RCMIQG1XI2HP96;5565;NL72-3308-0582-6043
5568;4276;NULL;22230;IPDQD88BV9YTQOC;45065;ZR12-8165-9861-4659
5569;5514;4/10/2009 4:03;9167;GOTSQXW3MGO0GD4;40011;RQ30-2592-3057-6085
5570;4954;5/08/2005 9:59;35126;LF4PEANYJ0Q9SMB;21552;JI17-1623-3830-8116
5571;5849;28/10/2006 12:58;8811;5411GDJKT93WK8U;88351;TI58-3675-4733-1340
5572;4214;7/03/2006 6:39;8354;4D8AJNJ50V9Q7MB;65099;TV02-7489-9560-5807
5573;6231;3/04/2006 1:15;21743;5FUBC347WKV46QE;14455;LU90-7867-5804-5685
5574;5115;8/11/2002 1:35;10567;584EE0PILV0K4TC;7464;YR52-3164-3830-1220
5575;5507;26/04/2002 5:41;31938;Y3Q4DJ5181EZRFZ;56935;FD47-5392-1840-4733
5576;3004;8/07/2003 12:56;39581;HXKYHWL5QBQG2J2;15348;ZH19-4444-4575-1508
5577;3718;29/07/2005 8:54;8692;7P5209XM235DMPR;19459;RG19-9274-6828-2790
5578;6007;14/06/2010 18:24;13102;WQ369DO1ILE2SOY;85059;NV72-5322-5930-0084
5579;5667;8/04/2009 20:17;33093;YCS19W970YWEQ8J;97534;TY87-6197-7914-4704
5580;6125;27/01/2008 12:33;31233;JKKBFWST14KEVUT;62350;KG09-8717-6678-8438
5581;6395;21/12/2004 13:14;41011;4GE9WPWZHW5BH9A;43097;KL89-5362-0236-7758
5582;3842;18/05/2004 8:18;30671;2CI83M92JZ04CUC;17574;TB02-5052-5608-2972
5583;4521;6/10/2007 4:00;9343;4IAAT94UNLUJQHB;74747;NM63-1516-0863-7779
5584;5002;31/03/2008 6:33;47979;TACICLAH6CQXPRN;79624;CZ46-8648-5925-4904
5585;4620;16/07/2004 6:07;31378;J07ZZ0GS8OKISQC;58088;JP58-4442-3144-1702
5586;5207;19/09/2010 22:18;982;N8B1HUTI7S3GJ74;36991;SV59-7137-5874-8794
5587;6370;27/05/2005 3:55;1406;Y7ZPACSSTJAN0SP;88853;AP28-0821-1567-0806
5588;5488;22/03/2010 8:15;29358;0O9GGL4P6OR6X09;11305;NULL
5589;2107;28/08/2004 8:38;6840;JPJKQMRBGI8YK6H;61447;EL72-0739-8662-2156
5590;3679;11/11/2004 2:54;42925;3MGUYOFD29JLKMV;71924;AQ43-6488-8981-4510
5591;6362;4/02/2003 5:58;14370;993B84PDXX0XC65;43893;ZF38-5477-9918-3954
5592;5244;19/02/2003 3:20;16850;7B2AJF2VA5IH35Q;68315;LB07-0085-6204-0411
5593;NULL;24/11/2009 6:50;45070;NFOA257ZW2X0OH0;11641;DD89-3615-5851-3104
5594;4916;20/12/2008 6:23;7670;4JE9JK9U7812L8A;55201;YE27-3825-2129-1717
5595;6272;3/05/2008 13:10;8721;75AXIUX142DHI17;19982;RB13-2972-7729-6269
5596;5302;19/11/2006 14:57;20141;4MCKRHA26U3U44D;66491;XZ26-2114-6021-1451
5597;6496;22/02/2007 12:14;3645;S5TI73D9LC4G6RB;41753;LI54-9454-8570-8620
5598;3345;21/02/2003 13:04;33666;08XZVQ0PV7QOQ3X;65552;QU07-8747-8846-7212
5599;4914;16/05/2003 11:16;34792;PPOD8OL183YFDUV;43067;QY84-0937-0185-4711
5600;6264;9/08/2002 0:07;24532;IYTW6DS243NZDPI;63117;BS07-3703-8098-2247
5601;6527;14/01/2005 13:57;39980;E4RH3YWCMWRSRLC;88544;DA76-1525-0152-8727
5602;4890;28/06/2007 10:21;25087;BB5SA1UBXM841MN;41969;HK11-7524-3896-2062
5603;6186;17/12/2008 2:14;40924;KG092EBJ2H99MZA;59253;VV79-5735-0586-6583
5604;4672;6/12/2003 7:28;34520;RMN1JQ7D9FJGQRA;26634;ZD62-5367-4045-4141
5605;6159;27/12/2003 9:53;10589;988AK3YX0MQSRLO;80853;XW32-0954-9386-0669
